"Run.ID","P0.Regret.GN","P1.Regret.GN","P2.Regret.GN","P3.Regret.GN"
490,0,0.00152203156889618,0.00579885728158264,0.00323694249880793
491,0.0164664220186346,0.0058603828916147,0.000665096336645337,0
492,0,0.000897778660018375,0.00549670199136564,0.00747789893370588
493,0,0.00183186032354725,0.00637922121372185,0.00502684647660768
494,0,0.00133655321542332,0.010869497869099,0.0110144709041939
495,0.00444130366038971,0.00693845449466421,0.00146025330808359,0
496,0.0174682659776373,0.00468098061734956,0.000407000788339419,0
497,0.00477474663404305,0.00643855168158721,0.00162294688490268,0
498,0.0109918478161206,0.00535395001143212,0.000582405675862686,0
499,0.0023296499213854,0.00327918929180361,0.00190196597890423,0
500,0.000981076658680871,0.00233532087507671,0.00258243997370708,0
501,0,0.000857671044383904,0.00536229324952628,0.00974944650927797
502,0.00659444916509775,0.00985037598082915,0.000997234115220017,0
503,0,0.000635133111933431,0.0036640327486601,0.00635347287746044
504,0.000463632337647617,0.000803456791963099,0.000926888093297142,0
505,0,0.00100321792444943,0.00801708891124633,0.0152024807987445
506,0.00026771034207352,0.00053310587172993,0.000774611405837138,0
507,0.0170644259631104,0.00820125800971869,0.000906626248252194,0
508,0.0107890317419326,0.0135439161173255,0.00144691641826143,0
509,0.013779325331826,0.00756628200858623,0.000752145595697914,0
510,0,0.00173715517312445,0.00584114675577747,0.00433122995028102
511,0,0.000541367823766317,0.00248970918101112,0.00341409925589607
512,0,0.000725677167664529,0.00402944196768543,0.0063323181221581
513,0,0.00140713139726628,0.0124078686772102,0.0152980732767793
514,0,0.0012010187711167,0.0108656841115576,0.0172369528920124
515,0.00231130660354884,0.00337254809554859,0.0015312668320503,0
516,0.00129960146208401,0.00254285962261342,0.00163222649219881,0
517,0.00198363149284439,0.00542801705777067,0.000632395157555581,0
518,0,0.00144018085723481,0.0150572894489579,0.0131414996619566
519,0,0.000742827504595589,0.00463296679829375,0.00860353978419165
520,0.0099325116916228,0.0128422987768299,0.00150997916352762,0
521,0,0.00133696650538976,0.00752602573320302,0.00539154628569652
522,0,0.00158954727938521,0.00229259880191456,0.000614160771411663
523,0,0.0018964955097816,0.00854426053975976,0.00647387395795017
524,0,0.000978155238411493,0.00861249729353835,0.0160484807183178
525,0,0.00266232782342799,0.00821490340832502,0.00755873404741557
526,0.00583714451093209,0.0063946343060264,0.00280919377405514,0
527,0,0.00030640794670884,0.00137232764654457,0.00194399024507266
528,0,0.0012547218721603,0.0118505281663459,0.0205154450052288
529,0,0.00123119864584489,0.00440212199168703,0.000442635732126669
530,0,0.0010691918090854,0.00883959455276362,0.0161766806120845
531,0,0.00134050437495731,0.00753151734013719,0.00604438326661876
532,0,0.00125678213286727,0.00861346437586441,0.00971763868947789
533,0.00793990239996176,0.00760405897305925,0.00168224274476981,0
534,0.0142639784066888,0.00711668894909098,0.000574156022883077,0
535,0,0.00129554486626453,0.016119674112777,0.0143431959589563
536,0,0.001328750311805,0.00855633226602776,0.00574813945293775
537,0.00625026326176508,0.00589411975192174,0.00131690117823617,0
538,0,0.000988461024353335,0.00696180600761753,0.0105620822292636
539,0.00609182611294254,0.00664967407428095,0.00214166171507773,0
