"Run.ID","P0.Regret.DT","P1.Regret.DT","P2.Regret.DT","P3.Regret.DT"
736,-4.5320416559478,-4.5320416559478,-2.0071691837857,0
737,-1.84157505273817,-1.84157505273817,-1.84157505273817,0
738,-4.55288231672303,-4.55288231672303,-3.25954558515287,0
739,0,0,0,0
740,0,0,0,0
741,-6.15470118903477,-6.15470118903477,-0.935777971455207,0
742,-0.74534072984995,-0.74534072984995,-0.74534072984995,0
743,-6.62485450554479,-6.62485450554479,-0.362819608239861,0
744,-6.32816268396971,-6.32816268396971,-0.651000026485297,0
745,-6.43321447418324,-6.43321447418324,-0.542299620869552,0
746,-6.230452561769,-6.230452561769,-1.00547508369017,0
747,-5.86664701794564,-5.86664701794564,-0.813285573342929,0
748,-6.06250762884188,-6.06250762884188,-0.94656207932724,0
749,-6.00587054043881,-6.00587054043881,-1.20118808509651,0
750,-6.13127525078455,-6.13127525078455,-0.913760423923975,0
751,-2.82336079397524,-2.82336079397524,-2.12275880728092,0
752,-4.89840427129602,-4.89840427129602,-1.92430098090676,0
753,-6.2758771141384,-6.2758771141384,-0.677567554556417,0
754,-0.457415813132633,-0.457415813132633,-0.457415813132633,0
755,-5.13762523898942,-5.13762523898942,-2.22656784216947,0
756,-3.32724728124666,-3.32724728124666,-3.06823048797852,0
757,-5.62577243663688,-5.62577243663688,-1.80754932555636,0
758,0,0,0,0
759,0,0,0,0
760,-2.03618616893488,-2.03618616893488,-2.03618616893488,0
761,0,0,0,0
762,-5.54569320172049,-5.54569320172049,-1.48827501226144,0
763,-5.81703273999928,-5.81703273999928,-1.0411479671391,0
764,-1.60829852416706,-1.60829852416706,-1.60829852416706,0
765,-6.09763894436144,-6.09763894436144,-1.05317029118342,0
766,-3.34608537546682,-3.34608537546682,-3.34608537546682,0
767,-4.90427986922897,-4.90427986922897,-1.46140283558968,0
768,-1.99958746450777,-1.99958746450777,-1.99958746450777,0
769,0,0,0,0
770,-4.28558459579416,-4.28558459579416,-1.48382371505112,0
771,-6.67618065304854,-5.54712314623695,-0.217043769249517,0
772,-1.09261801944419,-1.09261801944419,-1.09261801944419,0
773,-5.31867640771618,-5.31867640771618,-1.89371739971667,0
774,-1.44573276192043,-1.44573276192043,-1.44573276192043,0
775,-6.24673464803011,-6.24673464803011,-0.822124793416817,0
776,-6.75234774571429,-3.1619573831608,-0.138927830590943,0
777,0,0,0,0
778,-4.20033635183025,-4.20033635183025,-3.92341408661336,0
779,-5.78067315168769,-5.78067315168769,-1.00973352685802,0
780,-6.39508289522244,-6.39508289522244,-0.556097624448497,0
781,-5.9544782103043,-5.9544782103043,-0.954836135060465,0
782,-6.69569481421899,-6.69569481421899,-0.245104752550027,0
783,-0.199699656486974,-0.199699656486974,-0.199699656486974,0
784,-6.48526103163282,-6.48526103163282,-0.520175716225813,0
785,-5.68463657559213,-5.68463657559213,-1.03540346865094,0
786,-4.47254754410953,-4.47254754410953,-4.38358361021332,0
787,0,0,0,0
788,-6.38102991518015,-6.38102991518015,-0.656943544682228,0
789,-3.03117884194695,-3.03117884194695,-2.73457878683857,0
790,-6.1916723773001,-6.1916723773001,-0.824765842087379,0
791,-0.576038717149243,-0.576038717149243,-0.576038717149243,0
792,-5.15681865940321,-5.15681865940321,-1.39442822524752,0
793,-5.90886839524912,-5.90886839524912,-1.1314026165486,0
794,0,0,0,0
795,-6.61908391124286,-4.34687075951509,-0.273358228070648,0
796,-6.41948183827068,-6.41948183827068,-0.534619774275281,0
797,-3.05550873803981,-3.05550873803981,-3.05550873803981,0
798,-5.89985148327521,-5.89985148327521,-1.52325753609648,0
799,-1.07387930650473,-1.07387930650473,-1.07387930650473,0
800,-0.96432517117534,-0.96432517117534,-0.96432517117534,0
801,-3.68601378010535,-3.68601378010535,-1.66655603878573,0
802,-6.05681461302067,-6.05681461302067,-0.902181626183339,0
803,-2.99190205430656,-2.99190205430656,-2.99190205430656,0
804,-3.15733789885889,-3.15733789885889,-3.15733789885889,0
805,-6.1530357743587,-6.1530357743587,-1.6792808455277,0
806,-5.73938700103459,-5.73938700103459,-1.4129293259876,0
807,-3.72056520317582,-3.72056520317582,-3.72056520317582,0
808,0,0,0,0
809,-4.16464604190616,-4.16464604190616,-1.62214361797472,0
810,-5.55283714338456,-5.55283714338456,-1.22068690217324,0
811,-2.38310544535678,-2.38310544535678,-2.38310544535678,0
812,-2.24399665821432,-2.24399665821432,-2.24399665821432,0
813,-6.5488909328529,-6.5488909328529,-0.441704716681101,0
814,-4.52474198837051,-4.52474198837051,-1.93798322986337,0
815,-4.52739428542853,-4.52739428542853,-4.52739428542853,0
816,-4.89306304221683,-4.89306304221683,-3.01898480109399,0
817,-6.2991190180538,-6.2991190180538,-0.78715872949325,0
818,-6.5695955086478,-6.5695955086478,-0.561581121492548,0
819,-3.4902994933084,-3.4902994933084,-2.93622989760654,0
820,-1.67587799393213,-1.67587799393213,-1.67587799393213,0
821,0,0,0,0
822,-1.24461348381028,-1.24461348381028,-1.24461348381028,0
823,-2.4915632733544,-2.4915632733544,-1.81212188046255,0
