"Run.ID","DT","GN","GS","Política"
1,-1.20389694537109,0.00353675784077501,0.0137875082257662,"P2"
2,-1.5168155465104,0.00203190203130832,0.0222347644164148,"P2"
3,-2.81166831317336,0.00992128171900535,0.02339885443695,"P2"
4,-1.94572897709976,0.00140284352976768,0.0195903998460875,"P2"
5,-0.75626888320163,0.00250058276446234,0.0205484239771381,"P2"
6,-0.673518196626058,0.0072367815154636,0.0179077958578466,"P2"
7,0,0.00922758706723736,0.00993991777300283,"P2"
8,-2.06163155819468,0.00160440570548973,0.0223934906248198,"P2"
9,-1.82469863175173,0.00551031325749924,0.0174521342601649,"P2"
10,-4.2439279673736,0.0110789333712649,0.0179011748875166,"P2"
11,-2.22100170626947,0.0041467925993955,0.018780372260099,"P2"
12,-0.215651565277193,0.00040032568380987,0.0158217546708041,"P2"
13,-0.9888893746865,0.00109440075370843,0.0197979112443777,"P2"
14,0,0.00631354583984989,0.00634318664267788,"P2"
15,0,0.00536209486871246,0.00527049351520875,"P2"
16,-0.604527144152954,0.000835382285700764,0.0178588336823455,"P2"
17,-0.867698844721147,0.00199570370870875,0.0181147602438164,"P2"
18,-4.1873818730041,0.0172883949024306,0.0205406488223254,"P2"
19,-0.411595778933091,0.000691283647514217,0.017057798196548,"P2"
20,-1.44819824751854,0.00265351084532024,0.0149216243984026,"P2"
21,-0.57312651624061,0.00134744962161734,0.0162218590443523,"P2"
22,-1.21591815213259,0.00212763652193939,0.020631713009733,"P2"
23,-0.317876930385767,0.00241329118004409,0.0157435845675014,"P2"
24,-4.65727959456492,0.00551571524369748,0.0160410414400442,"P2"
25,-2.84472441975701,0.00635415389021339,0.0179067017122264,"P2"
26,-0.827918848367276,0.00128303895987083,0.0164507990686296,"P2"
27,-2.10250549289355,0.00568711929244606,0.0193256801084335,"P2"
28,-1.38391435237558,0.0056750372115306,0.0129248382995583,"P2"
29,-2.87953060690546,0.00752097398993652,0.0230743786467479,"P2"
30,-0.262514379676128,0.00193635534211375,0.0153829286554297,"P2"
31,-2.45945414370291,0.0102873645465056,0.0247748190531414,"P2"
32,0,0.00304279528248491,0.0121369769848567,"P2"
33,-0.497503119781226,0.000937738888556496,0.0169580346495044,"P2"
34,-1.23490476214479,0.0013615722451286,0.0216581414513724,"P2"
35,-1.13815406207618,0.00194081952426593,0.212271611832746,"P2"
36,-1.63879541556839,0.00163832458666674,0.0225664816711116,"P2"
37,-2.58882343988641,0.00340919402566694,0.0202127628058208,"P2"
38,-0.627497654112213,0.000713540776028098,0.0164787346418546,"P2"
39,-0.322052337771816,0.000517367042315961,0.0165505500507212,"P2"
40,-0.233442756231364,0.000616455460693988,0.0154366472666074,"P2"
41,0,0.0061909476441363,0.00618962016763849,"P2"
42,-1.37770826568719,0.00545777776508869,0.0173548762116309,"P2"
43,-1.12408963673106,0.0020307076402909,0.0212774631839432,"P2"
44,-0.239343931375119,0.000946583675164408,0.0153910768153353,"P2"
45,-4.70140967303415,0.0174975191705584,0.0225853463872848,"P2"
46,-0.827112907640294,0.0182003455922699,0.0167178868540697,"P2"
47,-1.34085085470518,0.0017913088108499,0.0221065427444827,"P2"
48,-1.78833697098502,0.00226887090008019,0.0222294745566228,"P2"
49,-1.79290277414984,0.00223891871827291,0.0188904138839218,"P2"
50,-0.953605744886693,0.00120419043909249,0.0193814910191765,"P2"
51,-0.386346885431906,0.000571435669114006,0.0151422125559005,"P2"
52,-0.577482363334089,0.00450248150047072,0.016326565479446,"P2"
53,-0.560795287622572,0.00491636567694219,0.0163522304508315,"P2"
54,-4.47407993209665,0.0112471028589264,0.0231091739994085,"P2"
55,-0.108037736775562,0.00835654261712447,0.00830279645992507,"P2"
56,-0.400563359119705,0.00573578466485037,0.0088272955521144,"P2"
57,-1.84702577154175,0.00335096358617511,0.0235198106011446,"P2"
58,-3.77674298544727,0.00968869088945305,0.02010882047254,"P2"
59,-1.5642449838452,0.00352588374264127,0.0223867910907701,"P2"
60,-4.36755642683956,0.00448974650622243,0.0127362696273563,"P2"
61,-4.68104836872835,0.0208421039755956,0.0238354295056661,"P2"
62,-1.28586325524232,0.00163068552795663,0.0197288850561422,"P2"
63,-0.458973521103962,0.00241677711609845,0.0159274720833741,"P2"
64,-2.11992369810575,0.00162521621163938,0.0201567862448859,"P2"
65,-3.59476724285084,0.00877249440488397,0.0137753390457697,"P2"
66,-0.386255161889654,0.00109948787784928,0.0160147193151495,"P2"
67,-4.50123324011824,0.0137841905006102,0.0223602354192253,"P2"
68,-3.59375780922613,0.00537756166328932,0.0153363441093019,"P2"
69,-1.30386790018807,0.00634846446225295,0.0131378753779736,"P2"
70,-2.1568030741638,0.00484604063391553,0.0201332349049413,"P2"
71,-0.739641667604206,0.000891323761962382,0.0203807053123956,"P2"
72,-3.35429215207806,0.00925463467696723,0.0170073378505951,"P2"
73,-2.33824719238543,0.00596801191720804,0.0230681367795081,"P2"
74,-2.33170529002591,0.00926344632248129,0.0112710803397935,"P2"
75,-2.11341082256645,0.00392114798431499,0.0221177077188444,"P2"
76,-1.84326927909251,0.0021176123668425,0.0224028135972551,"P2"
77,-0.686868671243743,0.00107640646096701,0.0162561007527128,"P2"
78,-0.491626574287294,0.00718660471649702,0.0159181229954189,"P2"
79,-0.573205109459333,0.000663668510692966,0.0189268138368631,"P2"
80,-1.86523106374547,0.00196450633846265,0.0222519856955434,"P2"
81,-0.100654190964965,0.00511818114891974,0.00876722157127593,"P2"
82,-1.26304137303374,0.00151101615437554,0.0176689611607097,"P2"
83,0,0.00456210725254451,0.288054584667457,"P2"
84,-2.4128849749195,0.00601767636336156,0.0192525008686339,"P2"
85,0,0.00427653553640885,0.00972557190301208,"P2"
86,-0.919563119130417,0.0018774624036988,0.017200419002845,"P2"
87,-0.236070903152888,0.000707414416691383,0.0155578177510339,"P2"
88,-1.05969719672071,0.00198883571728698,0.0171764606508436,"P2"
89,-2.7022388271242,0.00285845262318362,0.0208492741974645,"P2"
90,-0.199494490451196,0.0005323835162898,0.0152489528983865,"P2"
91,-1.41101127851778,0.00165582925756188,0.0171845154434225,"P2"
92,0,0.00216852583530485,0.194598902878189,"P2"
93,-0.665084008759541,0.000757834804402235,0.0173476975170083,"P2"
94,-1.51009687764949,0.00162391611379352,0.0169786619426458,"P2"
95,-2.79833907630586,0.00303487743880202,0.0227602272626443,"P2"
96,0,0.00754347000627396,0.00758645816910163,"P2"
97,-0.560848611567599,0.00119321831650336,0.0184703537448179,"P2"
98,-2.71635412790339,0.0059748932837344,0.0204501371169477,"P2"
99,-0.461163291936941,0.00166359254218064,0.0166862042120198,"P2"
100,-2.059693241778,0.0051994593254102,0.0184394876177525,"P2"
101,0,0.00808395507360916,0.116771143337181,"P2"
102,-1.59284289474088,0.00235411039040883,0.0222221808399428,"P2"
103,-0.387262833536236,0.00080946112714941,0.0160456070463859,"P2"
104,-0.81142065688659,0.0104462957870266,0.0160372445970541,"P2"
105,-1.72485157819082,0.00267471637424788,0.0220752431563364,"P2"
106,-3.16154774480461,0.0073627779753198,0.0184437136346806,"P2"
107,-0.885799328909884,0.00144466812067379,0.0209716012711462,"P2"
