"Run.ID","DT","GN","GS","Política"
1,-1.20389694537109,0.000688438288042525,0.0102205136775775,"P1"
2,-4.15720955503485,0.00749936467798776,0.0251805287037197,"P1"
3,-4.24581024258334,0.00160671585243273,0.0136650369597028,"P1"
4,-1.94572897709976,0.000704783089742781,0.0160104565531291,"P1"
5,-6.11550323990292,0.00186847891147197,0.0206207062402842,"P1"
6,-6.45007144008952,0.00197452288596258,0.0102942306699404,"P1"
7,0,0.00102469628753667,0.00104692221466081,"P1"
8,-3.52120300029444,0.00104219609250967,0.0223589672086579,"P1"
9,-1.82469863175173,0.000876420377424091,0.0073742485082748,"P1"
10,-4.2439279673736,0.00113039093503895,0.00778000313010634,"P1"
11,-2.47295132293477,0.000805955071132276,0.0122525170971855,"P1"
12,-6.71538070575497,0.01041636713656,0.0295595934669186,"P1"
13,-5.54370534637458,0.00764110279827798,0.0238626413367728,"P1"
14,0,0.000856528844385925,0.000852993349072989,"P1"
15,0,0.000792156962409619,0.000766992325075863,"P1"
16,-5.92602730843043,0.00711895579008481,0.0246642020909695,"P1"
17,-6.232506445291,0.00354076498306963,0.0132928291868865,"P1"
18,-4.71485857851348,0.00135241113624548,0.00215962277690278,"P1"
19,-6.5475137029374,0.00744348570652652,0.022302527785345,"P1"
20,-1.44819824751854,0.000566796904808658,0.0111588652231343,"P1"
21,-6.44558477651632,0.0035582129784241,0.0191584418636717,"P1"
22,-5.82202075834716,0.00772325612381611,0.0260256733227602,"P1"
23,-6.684466988661,0.00363347515655997,0.0130291805884821,"P1"
24,-4.65727959456492,0.00117539565574844,0.00876288675765324,"P1"
25,-2.84472441975701,0.00109199383007198,0.0110806037101773,"P1"
26,-6.08741082554685,0.00226275446154587,0.0177682101089782,"P1"
27,-5.28273378035284,0.00140171580687371,0.0142815772675431,"P1"
28,-1.38391435237558,0.000853248128207241,0.00793963252000062,"P1"
29,-3.85635479031382,0.00126752847447358,0.0138536149780675,"P1"
30,-6.64436592601711,0.00314267899446996,0.0217621090295347,"P1"
31,-4.04168979529674,0.00122018604438971,0.0201873560095378,"P1"
32,0,0.000606478007195621,0.00898753832381801,"P1"
33,-6.52074654153296,0.00697707219689277,0.0220937421546522,"P1"
34,-4.77282367101512,0.00875781228814709,0.0266872973888249,"P1"
35,-1.13815406207618,0.000656570591070575,0.209198325643526,"P1"
36,-5.20040565578061,0.00507006812809341,0.0199519226789222,"P1"
37,-2.58882343988641,0.00164858278403623,0.0112387994463835,"P1"
38,-6.53140049380265,0.00731369666924549,0.0211635489902336,"P1"
39,-6.64292613609102,0.00859717725438195,0.0339836342166138,"P1"
40,-6.69853924278829,0.00669291051989521,0.0289950625700383,"P1"
41,0,0.000803878174481035,0.0007948374012419,"P1"
42,-1.37770826568719,0.000890458055342571,0.0109463266132852,"P1"
43,-5.59557025547073,0.0122014732122483,0.0333093358275635,"P1"
44,-4.74668896582827,0.00939141315741568,0.0233621124387571,"P1"
45,-4.70140967303415,0.00135688593652228,0.00132425686840611,"P1"
46,-6.24957557250489,0.00190043216514269,0.0035214021023597,"P1"
47,-4.31670988893524,0.00926115652473876,0.0311385150787432,"P1"
48,-4.60504783890218,0.00535661156343592,0.0231056349149576,"P1"
49,-5.50327863746747,0.00164495140914988,0.0153671063208968,"P1"
50,-5.52263970370989,0.00752210136747422,0.0269728967315731,"P1"
51,-4.67402169990265,0.00466569243114979,0.0201251157864973,"P1"
52,-6.55051189771322,0.00421142332572282,0.00923914037928358,"P1"
53,-6.51576320727736,0.00185617212269314,0.0159598209123721,"P1"
54,-4.47407993209665,0.00115244062169226,0.00115573991544601,"P1"
55,-0.108037736775562,0.000954134132500832,0.000938468951699134,"P1"
56,-0.400563359119705,0.000939720726064713,0.00407292488384577,"P1"
57,-4.27493567417415,0.00647607050908971,0.0286411148031094,"P1"
58,-4.75337888586629,0.00115151008185149,0.00781288286974414,"P1"
59,-4.20520649207918,0.00186952501780946,0.0204605788165194,"P1"
60,-4.36755642683956,0.000987128598906876,0.00672025448158547,"P1"
61,-4.68104836872835,0.00166016794175397,0.0016500178617216,"P1"
62,-5.88243353775888,0.00229907169642861,0.0181465571684229,"P1"
63,-6.51300948337288,0.00242664594563842,0.0191070122075406,"P1"
64,-2.22368591693277,0.000728094244765531,0.0168604216481664,"P1"
65,-3.59476724285084,0.00115940728400948,0.00603943623322318,"P1"
66,-6.60648955763111,0.00755131998530477,0.0276448757145567,"P1"
67,-4.57463015906041,0.00129616867786826,0.00327412291575317,"P1"
68,-3.59375780922613,0.00100671486237326,0.00606070618265285,"P1"
69,-1.30386790018807,0.000976726537051872,0.00736211835471195,"P1"
70,-4.88847449513061,0.0016249674459274,0.0115504927346754,"P1"
71,-6.13408871704755,0.0132859678211116,0.0349585624484317,"P1"
72,-4.90266845025502,0.00112858153672302,0.0080726746954335,"P1"
73,-2.33824719238543,0.000823291498286298,0.0148320576281226,"P1"
74,-2.33170529002591,0.0010579053791624,0.00104523198545334,"P1"
75,-2.93604405367635,0.00128281427018305,0.01823840014477,"P1"
76,-2.91225667492633,0.00270103084532413,0.0242091999060616,"P1"
77,-6.38455477590965,0.00664185867185911,0.0226210378461918,"P1"
78,-6.55674936392546,0.00173817354752341,0.0155088515031467,"P1"
79,-6.38108667203516,0.00900796756010782,0.040534589974153,"P1"
80,-3.94840376243859,0.00512601024413914,0.0224770649176413,"P1"
81,-0.100654190964965,0.000803574998143965,0.00449596010969067,"P1"
82,-5.8017600977122,0.00264916579077707,0.0137974469756791,"P1"
83,0,0.000754958329140396,0.28434047480649,"P1"
84,-3.75031183956032,0.000991830831603637,0.0124622540390905,"P1"
85,0,0.000676513698711762,0.00618078346354484,"P1"
86,-6.03698427308368,0.00503969422427718,0.0241529945902463,"P1"
87,-2.22603209540615,0.00584063661641823,0.020612518537799,"P1"
88,-6.10707382740998,0.00256901331846289,0.0177958708061475,"P1"
89,-4.3261328732529,0.000988817899738819,0.0162436600624512,"P1"
90,-2.1771386390371,0.0050907406758752,0.0198266037012571,"P1"
91,-1.66836415739572,0.00303469326206901,0.0183529821980455,"P1"
92,0,0.000435972823253318,0.192240715671065,"P1"
93,-6.37108745411993,0.00887656465648299,0.0283880413526713,"P1"
94,-1.66518798755166,0.00308137137829749,0.016895740228017,"P1"
95,-3.55626244706854,0.00229699851106982,0.0167341763247175,"P1"
96,0,0.0009704197316074,0.000957479642766476,"P1"
97,-6.28582844274215,0.0107227474825226,0.0328500009655984,"P1"
98,-2.71635412790339,0.00101448643404296,0.0108047203642034,"P1"
99,-6.4720249361449,0.00773879528846266,0.0301303972387306,"P1"
100,-5.22233003381691,0.0012103497264082,0.0137858905301201,"P1"
101,0,0.00122548168813267,0.10969673683699,"P1"
102,-4.11208782339686,0.0126078689538908,0.0296737662318867,"P1"
103,-6.5866587085613,0.0117233020809365,0.024444574730695,"P1"
104,-6.37087160955311,0.00157198150774342,0.0130238794235246,"P1"
105,-3.07359261663197,0.00348740321830926,0.0229270465079928,"P1"
106,-3.16154774480461,0.001080845593398,0.00879100629226225,"P1"
107,-5.78325283730406,0.00593357996995922,0.0272106171956899,"P1"
108,-5.72057028583336,0.0144299396310824,0.0355820761538963,"P1"
109,-6.01177462140373,0.00185779843888006,0.0139175310067996,"P1"
110,-3.45641643219476,0.00331789143877227,0.0207084015303955,"P1"
111,-0.91861142607049,0.000520668918910285,0.0100284005846621,"P1"
112,-3.3871790113665,0.00107357950761141,0.00916001808265213,"P1"
113,0,0.000876176354122578,0.000864948672229124,"P1"
114,-5.0987112025665,0.008822047715833,0.0291282191960516,"P1"
115,-6.63963888165915,0.009706526091108,0.0372780769604079,"P1"
116,0,0.000820862613220855,0.00519494702582747,"P1"
117,-6.66725131895426,0.00420817343108187,0.0240389990473264,"P1"
118,-6.50942473083008,0.00984397056870567,0.0212648570061086,"P1"
119,-4.84542153839835,0.00124694044058145,0.0073406851870357,"P1"
120,-5.63895777076972,0.00152734868829431,0.0101983948121078,"P1"
121,-6.60241682761176,0.014578352171686,0.0332965209843498,"P1"
122,-6.32425596953034,0.00177459177133178,0.00188163115949479,"P1"
123,-0.272196889471663,0.000442541444388815,0.00947118901769335,"P1"
124,-5.99520544683444,0.0113598089240138,0.0298161788643842,"P1"
125,-0.842194212621235,0.00105078214840511,0.00104132043445015,"P1"
126,-6.73152801961393,0.00481710198895575,0.0338003763188316,"P1"
127,-0.963534225341201,0.00057598784904714,0.0129755780396785,"P1"
128,-3.93657836053099,0.00123981258102378,0.0117990818085037,"P1"
129,0,0.000825052427333224,0.00522926696871506,"P1"
130,-6.72242977779186,0.00608041880494048,0.0326639877543819,"P1"
131,-4.99231069377051,0.00618829395129991,0.0212221898508259,"P1"
132,-6.2914314727501,0.00152667703740491,0.0145557087801414,"P1"
133,-4.27576825769516,0.00192369406188478,0.0141907004920248,"P1"
134,-6.61522129249813,0.00284543539437702,0.0120881098217584,"P1"
135,-2.63786137387727,0.00110671989437011,0.00749123397405999,"P1"
136,-6.34355847991923,0.0107781823043478,0.0289324321366325,"P1"
137,-2.00604303838336,0.00244134682334618,0.0219288969160577,"P1"
138,-6.46113245498933,0.00488920674235802,0.020993704105022,"P1"
139,-6.31354432635743,0.00307516842781156,0.0140792915864342,"P1"
140,0,0.000837494519202939,0.000845843515907094,"P1"
141,-6.4842205406126,0.00609706218504377,0.0193926072925057,"P1"
142,-3.42542448068094,0.00094866889082568,0.0210218706898441,"P1"
143,-6.67664439486092,0.00639176370959859,0.0307404479151491,"P1"
144,-4.10584071700501,0.000829136490602289,0.014209626207608,"P1"
145,-5.12612896519331,0.00583428103219924,0.0239299776248436,"P1"
146,-1.14409374203631,0.000982737287729619,0.00409053201163078,"P1"
147,-6.59708904176814,0.00295498088557544,0.0175527833215187,"P1"
148,-0.431182378939193,0.000813137727972785,1.71512542011009,"P1"
149,-3.35939728382453,0.00102865191530268,0.0137665285112731,"P1"
150,-2.28897733847181,0.00116296352620684,0.00118904618802911,"P1"
151,-6.71783905773364,0.00523259551828683,0.0286729855999111,"P1"
152,-0.983804916728372,0.0005341574546931,0.0122816607473808,"P1"
153,-4.48051076729688,0.00878090608382348,0.024917775696877,"P1"
154,-1.81429228847908,0.00313832853819716,0.0190506635568023,"P1"
155,-1.05710886951699,0.000866994399988257,0.00759718922331128,"P1"
156,-3.23457110083739,0.00449840302250276,0.0215993630861017,"P1"
157,-6.18067583352185,0.00208564978740028,0.00379745007704994,"P1"
158,-6.19212064563424,0.00181714686800106,0.00177626011753946,"P1"
159,-5.22822598714361,0.00163550110745459,0.0174124866100481,"P1"
160,-0.114757329651818,0.000360209803084835,0.00900916326537857,"P1"
161,-4.47997010598425,0.00337144867352246,0.0196600187798258,"P1"
162,-5.97574999761658,0.00163047720438613,0.011962786355182,"P1"
163,-6.0675742917163,0.00872856499006486,0.025575984846785,"P1"
164,-5.44274737423701,0.0097199854632943,0.0346509726957718,"P1"
165,-2.56683173960065,0.00103413261643749,0.00727881168948434,"P1"
166,-4.99297991679399,0.00142481510709851,0.00708379719877159,"P1"
167,-2.4777929033714,0.00537316318371883,0.024666515013178,"P1"
168,-3.63091060670511,0.00137417206210969,0.00988814756132688,"P1"
169,-2.98301408428109,0.000935633302168195,0.00624855800324431,"P1"
170,-3.69941436324641,0.00109470110953975,0.00579401416647697,"P1"
171,-5.59948056256691,0.00962614838388746,0.0239978871662098,"P1"
172,-5.63313581199465,0.00144726123473475,0.00141959236626374,"P1"
173,-0.939721727713482,0.000472104216889882,0.0121947424478135,"P1"
174,-3.76689376154885,0.00187733895736278,0.0110126847756894,"P1"
175,-6.3910642300689,0.00477673780923214,0.0171650502957714,"P1"
176,-0.639282805222289,0.000834730062876845,0.0106939645841309,"P1"
177,-5.62545088116474,0.00139927695114822,0.00817404900549431,"P1"
178,0,0.000732853531086135,0.00647137081926322,"P1"
179,-5.54504392659038,0.00286978502037191,0.0127266348774445,"P1"
180,-0.952281337447803,0.00102192945667817,0.755739161345602,"P1"
181,-1.41082800464704,0.000880822311432114,0.0119039416260818,"P1"
182,-3.09645981393657,0.000501025262080882,0.0127652048754502,"P1"
183,-4.46257584244154,0.00137423016033734,0.00225761105008564,"P1"
184,0,0.000602576822741226,0.00842423614956868,"P1"
185,-6.71890813669041,0.0109177630859019,0.0271560991703666,"P1"
186,-6.41002341084305,0.00241422138423622,0.0133150572713143,"P1"
187,-5.69878547021709,0.0054833833826174,0.0207244731576853,"P1"
188,-5.48411993478741,0.00112099973663577,0.017881981388502,"P1"
189,-6.08925898363352,0.00682577652123605,0.021833479923112,"P1"
190,-6.68980132777123,0.00444082037572849,0.02525203956177,"P1"
191,-5.58748448638511,0.00148859411195165,0.0104826195437899,"P1"
192,0,0.00079519747276471,0.000768316878023652,"P1"
193,-6.47149861358965,0.00181210656317969,0.016519669363851,"P1"
194,-6.52091493672463,0.00823969172355158,0.0257108001891031,"P1"
195,-5.18799066599718,0.00112243939051129,0.00829212477268369,"P1"
196,-4.84964797097319,0.0109144257616385,0.0332683473526045,"P1"
197,-5.12344922282768,0.00115569712631564,0.00476765240520952,"P1"
198,-3.9050820521062,0.00166255344545136,0.0230709759260692,"P1"
199,0,0.000959984286738935,0.000972967329851637,"P1"
200,-3.40794835406901,0.00687096311959093,0.0217202965475591,"P1"
201,-3.54010550520234,0.00736869220902963,0.0240499259071294,"P1"
202,-4.82684676586618,0.0012933312948754,0.0228202823787503,"P1"
203,0,0.000793674766905113,0.00468638567516291,"P1"
204,-5.7750146957173,0.0016958724818991,0.0181458954360639,"P1"
205,-6.15359164508579,0.00166872890363282,0.0112231448094565,"P1"
206,-3.07326135743109,0.00643940471405458,0.0230733170709369,"P1"
207,-6.62213675044922,0.00785471536109231,0.0288948299906552,"P1"
208,-1.59487807572239,0.00107800808721284,0.00152371663385795,"P1"
209,-3.23662571497987,0.00106435853856985,0.0134914558772131,"P1"
210,-1.36351432053437,0.000961163618189008,0.00329110174270342,"P1"
211,-2.7674141730012,0.00482863216990004,0.0201215037488615,"P1"
212,-6.23018087120915,0.00797730525514343,0.024222396039812,"P1"
213,-6.64788206466099,0.00245750131535893,0.0199525839116681,"P1"
214,-5.91498678598392,0.00173779944348385,0.0230716714950143,"P1"
215,-5.68546480490198,0.0106736576224076,0.0293744805754812,"P1"
216,-1.17528443636046,0.000833646856920115,0.00822172224605934,"P1"
217,-4.92718944513886,0.00123028029948311,0.0125471523956273,"P1"
218,-1.85137247486117,0.00109616590319123,0.00109408167330585,"P1"
219,-2.15121070815424,0.000901851661646505,0.0110202469650103,"P1"
220,-6.334713889668,0.00191286460888453,0.00603491953174611,"P1"
221,-4.61969144921974,0.00115590568944787,0.0162762898861682,"P1"
222,-3.97677597327824,0.0013554304679104,0.00517052927970268,"P1"
223,-6.40348277869103,0.00750316270876757,0.0261172874471624,"P1"
224,-5.62960222636788,0.00113997279751229,0.0175508844503957,"P1"
225,-1.8529347227824,0.000844591226486177,0.017423622494603,"P1"
226,-4.87504174403663,0.00178472780562688,0.01532069229517,"P1"
227,0,0.000613193509019751,0.00737755127538371,"P1"
228,-0.975079110277256,0.000742670797993219,0.0132352168890676,"P1"
229,-6.25670297925948,0.0078900239526949,0.0264714206096925,"P1"
230,-3.36388075555199,0.000911668155838947,0.0114019860137534,"P1"
231,0,0.000788508001708207,0.00910331251476088,"P1"
232,-4.99127756336232,0.00153041087972408,0.00332141831601252,"P1"
233,-1.26552712027392,0.00069438446164558,0.0114304497612664,"P1"
234,-5.34695213833029,0.00717508160106063,0.0272868072112403,"P1"
235,-6.35418694263885,0.00429224440326659,0.013787000239624,"P1"
236,0,0.000709573408281674,0.0109208938746375,"P1"
237,-4.84373594772733,0.00157521011668423,0.00151982692776879,"P1"
238,-4.20341208431941,0.00115228558920382,0.0145190525288735,"P1"
239,-5.07790963252034,0.00811472741309171,0.0259239348821413,"P1"
240,-6.37700385647696,0.00196811987035283,0.00614662266520997,"P1"
241,-5.63285522424774,0.00120463382496159,0.0158691811423847,"P1"
242,-4.84103149615054,0.00126856236813672,0.0164142413961546,"P1"
243,-2.8366648256588,0.00125693470334107,0.00315710534180495,"P1"
244,-3.51360916027658,0.00129502067187865,0.0109428378603078,"P1"
245,-3.71747550328337,0.000921867340393134,0.0197920375448705,"P1"
246,-4.55982617926429,0.00150467712516286,0.0189426334810841,"P1"
247,-3.24074654321658,0.00557988541375053,0.0206860828847368,"P1"
248,-2.49146468526562,0.00307901836583344,0.0192670526681012,"P1"
249,-5.87666984004161,0.00727933717876519,0.0245123773411528,"P1"
250,-1.04034012861928,0.000744401313501678,0.59925693616894,"P1"
