"Run.ID","DT","GN","GS","Política"
1,0,0.00465212402050517,0,"P3"
2,0,0,0,"P3"
3,0,0.00709151742368251,0,"P3"
4,0,0,0,"P3"
5,0,0.00140740204113696,0,"P3"
6,0,0.00617094801804095,0,"P3"
7,0,0.0172249731901584,0.0135422749755587,"P3"
8,0,0,0,"P3"
9,0,0.00925002674751973,0,"P3"
10,0,0.0118310007376382,0,"P3"
11,0,0.00594365581845831,0,"P3"
12,0,0,0,"P3"
13,0,0,0,"P3"
14,0,0.0124210391054141,0.00473250636719359,"P3"
15,0,0.0100649491858473,0.000426434615079047,"P3"
16,0,0,0,"P3"
17,0,0.00125292257905695,0,"P3"
18,0,0.0157065334911009,0,"P3"
19,0,0,0,"P3"
20,0,0.00369960773953639,0,"P3"
21,0,0,0,"P3"
22,0,0,0,"P3"
23,0,0.00191385101426271,0,"P3"
24,0,0.00441649551900351,0,"P3"
25,0,0.00522834162408254,0,"P3"
26,0,0.000287987815599352,0,"P3"
27,0,0.0035856172182021,0,"P3"
28,0,0.00836808677001536,0,"P3"
29,0,0.00606451448573593,0,"P3"
30,0,0.00108715890326514,0,"P3"
31,0,0.00599495160985168,0,"P3"
32,0,0.00469251522351569,0,"P3"
33,0,0,0,"P3"
34,0,0,0,"P3"
35,0,0.000739861078638651,0,"P3"
36,0,0,0,"P3"
37,0,0.00151508132020779,0,"P3"
38,0,0,0,"P3"
39,0,0,0,"P3"
40,0,0,0,"P3"
41,0,0.0125302207235197,0.00654714251218625,"P3"
42,0,0.00839298859318794,0,"P3"
43,0,0,0,"P3"
44,0,0,0,"P3"
45,0,0.0207192060344639,0.000395669051628474,"P3"
46,0,0.0171207568615638,0,"P3"
47,0,0,0,"P3"
48,0,0,0,"P3"
49,0,0.00048032862306471,0,"P3"
50,0,0,0,"P3"
51,0,0,0,"P3"
52,0,0.0039531212447943,0,"P3"
53,0,0.00318936735918949,0,"P3"
54,0,0.0203439346353039,0.00253508796141789,"P3"
55,0,0.015949197052406,0.0083380641782036,"P3"
56,0,0.00960548773247899,0,"P3"
57,0,0,0,"P3"
58,0,0.0120484182974598,0,"P3"
59,0,0.0015060907761193,0,"P3"
60,0,0.00447576985756204,0,"P3"
61,0,0.0192387354426002,0.00613794721010073,"P3"
62,0,0,0,"P3"
63,0,0.00135529668558691,0,"P3"
64,0,0,0,"P3"
65,0,0.00992871921768101,0,"P3"
66,0,0,0,"P3"
67,0,0.0186701947272133,0,"P3"
68,0,0.00689127763855911,0,"P3"
69,0,0.0102117842068911,0,"P3"
70,0,0.00328558446652746,0,"P3"
71,0,0,0,"P3"
72,0,0.0126271703726649,0,"P3"
73,0,0.00932899146460763,0,"P3"
74,0,0.0180245489994909,0.00279272966835505,"P3"
