"GRAPROES_NUM","PER_VPH_INTER"
13.28,"89.4737%"
14.91,"100.0000%"
16.69,"100.0000%"
15.62,"100.0000%"
14.91,"100.0000%"
15.06,"100.0000%"
14.5,"100.0000%"
14.61,"100.0000%"
15.21,"100.0000%"
14.44,"100.0000%"
15.43,"100.0000%"
15.04,"100.0000%"
15.58,"92.8571%"
15.55,"100.0000%"
14.86,"100.0000%"
17,"100.0000%"
15.14,"100.0000%"
16.29,"100.0000%"
16.69,"100.0000%"
15.27,"100.0000%"
16.36,"100.0000%"
16.21,"100.0000%"
14.7,"100.0000%"
15.38,"95.0000%"
15.42,"100.0000%"
15.57,"99.1667%"
13.44,"100.0000%"
8.92,"64.7727%"
8.69,"67.1875%"
8.76,"61.7647%"
8.52,"75.0000%"
12.56,"82.7586%"
11.26,"75.3623%"
9.7,"66.6667%"
8.78,"56.7568%"
11.53,"100.0000%"
9.75,"75.0000%"
9.03,"55.5556%"
10.25,"61.2903%"
10.63,"79.8507%"
11.83,"93.3333%"
12.35,"88.8889%"
8.9,"50.0000%"
7.86,"80.0000%"
9.65,"45.4545%"
10.11,"80.0000%"
8.79,"59.0909%"
8.43,"58.5366%"
15.53,"95.0000%"
15.71,"100.0000%"
16.54,"100.0000%"
14.74,"100.0000%"
15.27,"100.0000%"
15.15,"90.0000%"
12.33,"84.0000%"
15.53,"93.7500%"
14.74,"92.3077%"
13.93,"89.1892%"
9.26,"80.0000%"
10.93,"81.8182%"
9.28,"63.4921%"
10.37,"61.5385%"
12.19,"80.7692%"
9.14,"61.7647%"
9.86,"59.2593%"
11.81,"84.6154%"
11.75,"100.0000%"
9.9,"67.5000%"
10.09,"57.6923%"
10.15,"80.0000%"
10.11,"77.7778%"
9.66,"62.7907%"
9.77,"75.0000%"
10.94,"85.0000%"
9.97,"75.0000%"
10.38,"76.1905%"
10.81,"78.9474%"
9.5,"69.5652%"
9.55,"68.4211%"
8.02,"54.7170%"
9.8,"54.8387%"
9.69,"76.9231%"
9.36,"67.5676%"
11.11,"92.0000%"
8.45,"73.3333%"
10.02,"79.4118%"
9.48,"60.7143%"
9.11,"70.5882%"
9.09,"76.9231%"
8.79,"76.4706%"
8.61,"62.1622%"
13.33,"95.1220%"
10.37,"84.2105%"
9.94,"72.9730%"
8.7,"57.1429%"
10.57,"95.0000%"
9.51,"94.4444%"
10.09,"87.1795%"
10.35,"89.2308%"
9.57,"88.5714%"
10.22,"93.0556%"
11.03,"83.3333%"
11,"88.8889%"
10.19,"76.1905%"
15.81,"66.6667%"
15.75,"42.8571%"
8.82,"71.4286%"
7.23,"66.6667%"
10.62,"60.0000%"
11.73,"60.0000%"
6.51,"52.9412%"
7.83,"0.0000%"
10.79,"100.0000%"
8.44,"80.0000%"
11.14,"100.0000%"
7.71,"60.0000%"
6.2,"60.0000%"
9.56,"100.0000%"
4.2,"50.0000%"
7.09,"58.3333%"
8.38,"100.0000%"
8.88,"62.5000%"
8.86,"50.0000%"
10.86,"66.6667%"
7.52,"70.0000%"
8.13,"42.3077%"
9.88,"75.0000%"
10.63,"75.0000%"
6.5,"75.0000%"
11.36,"57.1429%"
8.83,"60.0000%"
11.03,"56.2500%"
11,"100.0000%"
8.44,"25.0000%"
12.09,"66.6667%"
9.39,"71.4286%"
9.75,"0.0000%"
7.91,"27.2727%"
8.18,"33.3333%"
7.2,"0.0000%"
9.9,"0.0000%"
6.22,"42.8571%"
12.89,"80.0000%"
7.82,"100.0000%"
7,"36.3636%"
9.61,"57.1429%"
8.27,"80.0000%"
7,"0.0000%"
10.8,"66.6667%"
9.78,"44.0000%"
10.25,"66.6667%"
9.13,"60.0000%"
10.31,"83.3333%"
8.22,"60.0000%"
10.75,"75.0000%"
10.71,"83.3333%"
8.86,"66.6667%"
10.75,"83.3333%"
9.82,"50.0000%"
9.12,"80.0000%"
7.8,"55.5556%"
10.56,"80.0000%"
7.89,"75.0000%"
9.17,"0.0000%"
8.36,"60.0000%"
9.22,"60.0000%"
9.75,"54.5455%"
4.2,"0.0000%"
5.45,"0.0000%"
8.73,"42.8571%"
7.27,"0.0000%"
7.71,"50.0000%"
8.63,"100.0000%"
9.09,"46.1538%"
8.35,"42.8571%"
8.36,"0.0000%"
7.28,"0.0000%"
3.91,"0.0000%"
9.14,"0.0000%"
9.86,"66.6667%"
6,"0.0000%"
7,"0.0000%"
8.83,"0.0000%"
6.67,"0.0000%"
7.5,"42.3077%"
10.5,"100.0000%"
8,"60.0000%"
11.8,"50.0000%"
10.75,"75.0000%"
10.67,"57.1429%"
7.5,"0.0000%"
8.88,"60.0000%"
10,"0.0000%"
8.67,"0.0000%"
8.85,"0.0000%"
9.05,"0.0000%"
9.69,"57.1429%"
11.19,"100.0000%"
9.34,"75.0000%"
10.86,"76.9231%"
10.58,"85.7143%"
8.71,"64.7059%"
8.93,"58.3333%"
9.5,"60.0000%"
9.32,"52.9412%"
10.74,"69.5652%"
11.62,"93.3333%"
9.25,"68.1818%"
10.02,"72.0000%"
10,"72.2222%"
9.49,"74.0741%"
9.58,"53.8462%"
10.03,"68.0000%"
9.02,"75.0000%"
10.66,"73.6842%"
9.37,"81.2500%"
10.57,"70.8333%"
8.96,"60.7143%"
10.04,"57.6923%"
9.19,"66.6667%"
9.2,"68.4211%"
10.07,"82.3529%"
10.64,"66.6667%"
10.09,"84.2105%"
9.29,"57.1429%"
10.22,"76.1905%"
8.61,"58.3333%"
9.14,"48.5714%"
9.81,"54.1667%"
10.02,"60.0000%"
9.79,"88.2353%"
10.11,"76.1905%"
9.92,"63.1579%"
9.44,"70.5882%"
9.48,"66.6667%"
7.05,"43.7500%"
8.63,"55.0000%"
9.52,"58.3333%"
10,"55.5556%"
10.75,"61.1111%"
9.61,"61.1111%"
8.02,"44.4444%"
9.79,"68.8525%"
11.34,"68.9655%"
15.95,"100.0000%"
16.88,"97.7273%"
15.73,"100.0000%"
16.88,"100.0000%"
11.54,"100.0000%"
12.71,"100.0000%"
11.75,"75.0000%"
11.66,"84.6154%"
10.98,"85.1852%"
10.3,"77.5862%"
10.7,"70.3704%"
8.32,"45.4545%"
8.92,"63.6364%"
13.58,"60.0000%"
6.92,"29.6296%"
9.75,"55.5556%"
12.19,"76.9231%"
9.45,"55.5556%"
9.61,"60.0000%"
9.68,"66.6667%"
10.5,"58.3333%"
10.46,"46.1538%"
9.1,"33.3333%"
10.72,"83.3333%"
8.5,"0.0000%"
10.92,"66.6667%"
10.34,"81.4815%"
9.75,"73.9130%"
11.06,"73.6842%"
10.31,"66.6667%"
10.59,"84.2105%"
9.47,"71.4286%"
12.2,"76.9231%"
14.09,"100.0000%"
10.3,"70.0000%"
12.86,"93.7500%"
13.29,"100.0000%"
15.13,"87.5000%"
14.69,"100.0000%"
14.85,"95.2381%"
14.04,"91.3043%"
14.67,"90.0000%"
13.44,"100.0000%"
14.32,"100.0000%"
14.5,"100.0000%"
15.6,"100.0000%"
14.25,"90.0000%"
12.48,"92.3077%"
14.6,"90.0000%"
15.7,"100.0000%"
14.14,"100.0000%"
13.13,"94.4444%"
14.52,"94.8718%"
14.46,"100.0000%"
14.8,"100.0000%"
10.89,"78.1818%"
12.24,"66.6667%"
10.95,"81.4815%"
11.28,"69.6970%"
11.93,"82.3529%"
12.71,"84.0909%"
12.27,"93.3333%"
12.01,"86.2069%"
11.41,"97.0588%"
12.45,"93.7500%"
11.11,"90.6250%"
12.4,"91.1765%"
11.44,"88.8889%"
12.54,"88.8889%"
11.95,"83.3333%"
11.52,"94.4444%"
11.43,"86.6667%"
11.32,"93.0233%"
11.37,"88.8889%"
11.07,"89.0625%"
10.64,"83.3333%"
11.19,"89.4737%"
10.98,"90.0000%"
12.06,"95.5882%"
10.7,"94.1176%"
13.01,"94.2857%"
14.12,"97.5610%"
13.96,"96.5517%"
13.8,"97.0588%"
13.29,"97.0588%"
13.61,"97.3684%"
14,"100.0000%"
14.36,"100.0000%"
14.74,"97.2222%"
15.08,"96.2963%"
15.18,"100.0000%"
15.16,"90.0000%"
14.14,"94.8718%"
14.55,"94.5946%"
14.72,"95.6522%"
14.53,"100.0000%"
14.56,"100.0000%"
15.58,"100.0000%"
15.04,"93.9394%"
15.42,"95.8333%"
14.87,"100.0000%"
14.49,"97.2973%"
15.73,"95.8333%"
14.91,"100.0000%"
14.85,"100.0000%"
14.92,"100.0000%"
14.25,"100.0000%"
14.78,"100.0000%"
15.5,"100.0000%"
14.79,"90.6250%"
14.9,"95.8333%"
15.62,"96.1538%"
15,"100.0000%"
14.21,"100.0000%"
14.35,"95.4545%"
14.91,"100.0000%"
13.52,"100.0000%"
14.17,"100.0000%"
15,"95.5556%"
14.52,"95.0000%"
13.7,"100.0000%"
10.96,"80.0000%"
9.75,"72.4138%"
12.76,"85.7143%"
11.8,"71.4286%"
12.73,"88.6364%"
9.89,"86.6667%"
10.15,"83.3333%"
10.29,"77.7778%"
9.49,"66.6667%"
7.65,"77.7778%"
12.22,"81.4815%"
13.06,"95.2381%"
12.93,"92.5000%"
13.7,"100.0000%"
13.63,"97.5000%"
12.82,"94.7368%"
13.13,"86.8421%"
13.25,"92.5000%"
14.1,"97.5000%"
13.88,"100.0000%"
13.78,"94.1176%"
13,"100.0000%"
9.86,"83.3333%"
9.38,"66.6667%"
9.08,"38.8889%"
14.19,"96.3636%"
14.55,"100.0000%"
15.3,"97.0588%"
15.69,"100.0000%"
14.44,"100.0000%"
14.4,"92.0000%"
15.85,"100.0000%"
13.01,"80.9524%"
15,"100.0000%"
16.05,"100.0000%"
15.69,"100.0000%"
16.03,"100.0000%"
14.99,"98.2143%"
14.21,"100.0000%"
12.44,"100.0000%"
14.85,"90.4762%"
14.32,"100.0000%"
15.2,"100.0000%"
16.04,"96.7742%"
15.06,"96.8750%"
15.68,"92.6829%"
15.71,"97.5000%"
15.21,"97.7273%"
15.46,"100.0000%"
8.87,"53.8462%"
8.58,"0.0000%"
9.54,"71.4286%"
9.41,"68.5185%"
10.66,"81.8182%"
9.67,"76.7442%"
9.75,"82.3529%"
9.11,"68.5714%"
9.74,"75.5102%"
8.57,"74.2857%"
8.77,"73.6842%"
9.17,"65.1163%"
10.45,"74.2857%"
10.24,"86.6667%"
9.13,"71.7949%"
9.3,"76.5957%"
9.01,"86.2069%"
9.64,"84.3750%"
9.83,"81.3559%"
9.55,"64.0625%"
11.96,"86.0000%"
12.43,"84.3137%"
11.99,"90.3846%"
12.62,"86.1111%"
12.44,"85.0000%"
11.86,"85.4167%"
11.27,"75.5102%"
10.94,"89.1892%"
10.67,"85.0000%"
10.57,"82.0513%"
11.31,"80.3922%"
10.87,"87.5000%"
11.28,"74.1935%"
10.22,"75.0000%"
11.6,"60.0000%"
10.06,"100.0000%"
9.62,"54.5455%"
10.73,"100.0000%"
9.36,"65.0000%"
10.96,"79.1667%"
10.19,"44.4444%"
10.65,"50.0000%"
10.79,"60.0000%"
9.93,"64.2857%"
8.24,"64.2857%"
5.36,"100.0000%"
9.53,"72.2222%"
9.35,"77.7778%"
9.93,"72.2222%"
9.93,"71.4286%"
9.21,"53.8462%"
9.07,"92.0000%"
8.74,"93.7500%"
8.74,"71.4286%"
10.77,"80.0000%"
9.7,"82.9787%"
11.88,"76.4706%"
9.21,"56.2500%"
8.76,"83.3333%"
8.36,"50.0000%"
10.81,"63.1579%"
7.78,"58.3333%"
14.62,"88.8889%"
11.58,"71.4286%"
9.53,"61.5385%"
8.66,"47.2222%"
9.05,"48.0000%"
11.93,"90.0000%"
8.81,"60.0000%"
9.24,"64.2857%"
8.94,"44.4444%"
12.3,"71.4286%"
8.96,"75.0000%"
10.1,"100.0000%"
14.21,"90.7692%"
14.29,"88.2353%"
14.96,"100.0000%"
14,"95.0000%"
15.2,"92.5926%"
15.35,"91.3043%"
14.74,"97.5000%"
13.58,"95.4545%"
13.91,"93.6170%"
13.86,"91.6667%"
14.16,"98.1481%"
14.8,"100.0000%"
14.5,"94.0000%"
13.87,"96.0000%"
14.39,"89.5833%"
15.61,"93.3333%"
15.71,"92.0000%"
15.53,"95.2381%"
13.28,"88.8889%"
14.01,"90.6250%"
15.21,"91.3043%"
13.54,"90.0000%"
14.8,"92.5926%"
14.57,"95.6522%"
14.6,"92.3077%"
14.23,"88.4615%"
14.86,"93.7500%"
14.33,"94.7368%"
8.38,"75.0000%"
8.97,"62.0000%"
9.12,"78.7879%"
8.46,"61.2903%"
8.48,"43.3333%"
7.86,"54.5455%"
7.86,"50.0000%"
8.6,"50.0000%"
8.17,"47.3684%"
8.63,"73.3333%"
11.39,"53.8462%"
9.06,"64.2857%"
8.69,"66.6667%"
8.75,"60.6061%"
8,"57.5758%"
8.78,"77.4194%"
9.38,"72.2222%"
9.09,"79.1667%"
8.46,"47.0588%"
8.16,"53.3333%"
9.04,"56.6667%"
8.34,"63.3333%"
8.25,"69.4444%"
8.73,"58.5366%"
9.97,"68.9655%"
9.01,"66.6667%"
8.3,"58.9744%"
8.46,"63.3333%"
8.37,"68.9655%"
8.06,"46.4286%"
7.89,"56.2500%"
9.03,"65.6250%"
8.1,"50.0000%"
8.51,"65.2174%"
8.3,"65.6250%"
7.2,"76.6667%"
7.63,"64.2857%"
7.5,"61.5385%"
8.25,"83.8710%"
8.28,"44.0000%"
7.8,"50.0000%"
8.41,"75.0000%"
8.71,"65.5172%"
9.49,"75.0000%"
8.75,"72.4138%"
8.21,"57.5758%"
8.86,"80.0000%"
8.88,"54.8387%"
7.6,"33.3333%"
8.12,"38.4615%"
11.37,"83.3333%"
9.87,"78.8462%"
10.39,"74.1935%"
9.23,"85.7143%"
11.02,"76.4706%"
9.72,"75.0000%"
8.59,"75.0000%"
10.04,"82.2222%"
10.91,"84.3750%"
11.46,"88.0000%"
9.99,"82.3529%"
10.74,"74.0000%"
10.46,"79.4872%"
10.32,"63.6364%"
11.87,"81.2500%"
10.81,"75.6757%"
11.1,"85.0000%"
10.47,"84.3750%"
10.01,"80.5556%"
11.15,"93.4783%"
11.11,"87.1795%"
11.55,"100.0000%"
11.28,"88.5714%"
11.92,"91.4286%"
12.06,"79.1667%"
11.44,"75.0000%"
12.03,"66.6667%"
11.26,"77.1429%"
12.23,"85.1852%"
10.49,"82.1429%"
12.29,"87.0968%"
12.65,"94.7368%"
12.86,"79.4118%"
12.91,"88.4615%"
12.22,"78.3784%"
13.31,"95.8333%"
11.12,"80.4878%"
12.17,"100.0000%"
11.63,"90.4762%"
9.44,"80.5556%"
11.97,"94.0000%"
11.25,"76.9231%"
11.78,"93.7500%"
10.86,"91.6667%"
10.42,"100.0000%"
11.24,"100.0000%"
11.43,"89.4737%"
11.29,"94.4444%"
11.56,"94.1176%"
12.13,"94.1176%"
11.45,"93.3333%"
10.52,"100.0000%"
11.2,"100.0000%"
11.19,"96.0000%"
11.88,"90.3846%"
11.34,"51.9481%"
10.63,"38.0952%"
11.32,"0.0000%"
10.99,"76.4706%"
10.64,"82.8571%"
10.26,"88.5714%"
10.34,"75.0000%"
11.74,"85.1852%"
10.4,"66.6667%"
14.13,"75.0000%"
11.07,"80.5556%"
11.53,"84.8485%"
13.83,"100.0000%"
13.2,"93.7500%"
11.09,"77.1429%"
13.63,"100.0000%"
12.74,"92.3077%"
11.35,"91.4286%"
12.89,"91.3043%"
10.67,"88.8889%"
13.48,"96.2963%"
11.02,"86.8421%"
13.25,"90.2655%"
15.02,"95.2381%"
14.18,"97.0588%"
15.11,"96.6667%"
14.53,"100.0000%"
14.51,"96.5517%"
15.36,"100.0000%"
14.5,"100.0000%"
14.53,"88.8889%"
14.61,"98.6301%"
15.63,"100.0000%"
14.88,"100.0000%"
14.74,"100.0000%"
14.73,"100.0000%"
14.14,"100.0000%"
15.48,"94.4444%"
15.4,"100.0000%"
15.42,"100.0000%"
14.9,"100.0000%"
15.31,"100.0000%"
14.24,"100.0000%"
15.09,"92.3077%"
14.75,"100.0000%"
8.48,"55.5556%"
7.33,"54.5455%"
8.12,"62.8571%"
8.83,"30.0000%"
9.54,"42.8571%"
8.14,"57.6923%"
9.02,"66.6667%"
7.92,"42.3077%"
8.29,"62.5000%"
9,"66.6667%"
8.14,"75.0000%"
8.59,"61.1111%"
8.64,"65.0000%"
9.57,"57.8947%"
7.69,"70.0000%"
8.48,"62.9630%"
7.71,"66.6667%"
8.08,"47.8261%"
9.33,"64.0000%"
8.38,"66.6667%"
8.86,"59.0909%"
8.17,"62.9630%"
8.02,"61.9048%"
8.36,"66.6667%"
8.35,"57.1429%"
6.04,"66.6667%"
9.24,"64.2857%"
9.46,"51.8519%"
8.07,"68.0000%"
8.49,"67.8571%"
9.25,"46.1538%"
7.19,"50.0000%"
8.24,"57.1429%"
7.49,"65.0000%"
8.49,"60.0000%"
8.14,"65.2174%"
8.03,"57.1429%"
8.75,"68.0000%"
8.1,"66.6667%"
8.17,"50.0000%"
7.96,"45.4545%"
6.89,"45.4545%"
8.04,"70.5882%"
8.49,"55.5556%"
8.16,"55.5556%"
8.12,"58.3333%"
14.98,"97.4359%"
12.33,"96.4286%"
13.02,"88.0000%"
13.49,"80.0000%"
12.63,"85.5072%"
12.6,"75.0000%"
12.36,"78.0000%"
12.05,"83.7838%"
12.23,"92.3077%"
11.39,"75.0000%"
11.35,"85.7143%"
14.95,"96.5517%"
12.16,"87.0968%"
13.76,"94.7368%"
13.79,"89.5833%"
14.02,"100.0000%"
11.89,"86.3636%"
11.88,"75.0000%"
14.49,"94.7368%"
14.88,"94.4444%"
14.98,"90.9091%"
15.4,"94.7368%"
15.14,"100.0000%"
14.51,"94.4444%"
14.93,"97.9167%"
15.68,"100.0000%"
14.95,"94.7368%"
14,"100.0000%"
14.17,"94.1176%"
15,"93.7500%"
14.95,"100.0000%"
15.25,"100.0000%"
14.4,"96.9697%"
14.93,"94.4444%"
14.36,"100.0000%"
14.98,"100.0000%"
15.38,"100.0000%"
14.46,"100.0000%"
15.18,"100.0000%"
15.19,"100.0000%"
15.85,"100.0000%"
14.68,"95.5556%"
15.32,"100.0000%"
13.69,"100.0000%"
14.76,"100.0000%"
13.34,"78.5714%"
11.96,"57.8947%"
9.45,"80.0000%"
9.48,"86.2069%"
10.19,"65.2174%"
10.19,"87.8788%"
10.08,"78.2609%"
9.96,"82.3529%"
10.35,"85.7143%"
13.78,"100.0000%"
10.57,"79.4118%"
9.91,"78.9474%"
10.6,"80.5556%"
11.38,"85.7143%"
10.63,"75.0000%"
9.97,"50.0000%"
12.77,"91.8367%"
12.48,"88.0000%"
11.86,"93.0233%"
11.71,"92.1569%"
12.66,"100.0000%"
11.82,"100.0000%"
12.77,"96.0000%"
12.51,"97.0588%"
11.89,"87.0370%"
12.25,"79.1045%"
11.8,"71.7949%"
12.22,"74.4681%"
12.21,"75.5556%"
12.2,"78.5714%"
12.72,"84.4444%"
12.67,"78.0488%"
12.02,"87.1795%"
13.32,"86.2069%"
12.81,"91.1392%"
13.65,"77.9661%"
12.75,"94.5946%"
12.14,"90.6250%"
12.55,"96.4286%"
12.22,"96.7742%"
12.59,"90.9091%"
12.19,"92.1053%"
11.89,"87.5000%"
12.61,"89.3617%"
11.78,"91.4894%"
12.06,"80.0000%"
8.27,"27.7778%"
11.86,"87.5000%"
12.75,"69.2308%"
13.16,"86.1111%"
12.33,"90.2439%"
12.38,"85.0000%"
12.25,"95.6522%"
11.42,"100.0000%"
11.48,"86.9565%"
12.59,"87.5000%"
12.61,"85.7143%"
12.51,"88.2353%"
12.92,"83.6735%"
11.95,"55.1724%"
12.21,"85.0000%"
12.4,"76.9231%"
11.97,"85.1852%"
13.25,"78.2609%"
13.74,"90.0000%"
13.83,"90.0000%"
13.13,"85.7143%"
13.07,"91.4286%"
14.04,"96.9697%"
12.84,"91.6667%"
13.56,"96.4286%"
13.21,"84.6154%"
13.67,"97.2222%"
13.96,"96.9697%"
13.02,"100.0000%"
13.98,"92.3077%"
12.85,"96.0000%"
13.3,"87.5000%"
13.59,"92.8571%"
12.18,"93.7500%"
12.69,"88.0000%"
13.54,"100.0000%"
12.35,"75.0000%"
13.67,"95.0000%"
13.52,"89.2857%"
13.8,"100.0000%"
12.94,"100.0000%"
12,"64.2857%"
13.93,"80.0000%"
13.8,"77.4194%"
12.24,"83.3333%"
12.02,"58.0645%"
13,"85.7143%"
12.6,"67.5676%"
11.8,"80.7692%"
12.81,"70.2703%"
12.83,"61.5385%"
13.56,"57.1429%"
12.19,"69.5652%"
14.33,"100.0000%"
14.15,"94.5455%"
13.7,"95.8333%"
15.02,"86.3636%"
12.86,"97.2973%"
13.85,"100.0000%"
14.03,"84.6154%"
14.73,"100.0000%"
15.12,"100.0000%"
13.68,"100.0000%"
9.03,"73.3333%"
9.87,"66.6667%"
9.13,"75.8621%"
9.29,"68.9655%"
9.48,"73.5294%"
10.25,"52.3810%"
10.04,"57.6923%"
8.43,"60.0000%"
10.1,"64.7059%"
9.57,"71.4286%"
9.03,"84.8485%"
8.88,"70.5882%"
10.18,"80.7692%"
8.51,"70.9677%"
9.18,"68.5714%"
9.52,"72.7273%"
9.66,"78.3784%"
9.8,"80.6452%"
9.87,"76.0000%"
9.23,"72.2222%"
10.03,"75.0000%"
10.42,"89.4737%"
9.88,"77.7778%"
9.09,"68.4211%"
10.26,"66.6667%"
9.76,"77.7778%"
10.39,"82.0513%"
10.39,"78.3784%"
10.87,"83.3333%"
9.78,"69.2308%"
10.54,"79.6875%"
9.93,"51.3514%"
9.85,"76.0000%"
10.63,"82.6087%"
9.8,"85.0000%"
13.88,"73.0769%"
13.74,"92.3077%"
12.63,"95.2381%"
13.5,"92.5000%"
13.63,"97.4359%"
13.05,"97.4359%"
13.27,"94.7368%"
13.4,"95.8333%"
13.15,"84.0000%"
13,"90.9091%"
13.84,"90.2439%"
13.47,"94.5946%"
13.7,"94.7368%"
13.52,"100.0000%"
13.78,"91.4286%"
14.64,"96.8750%"
14.24,"93.7500%"
13.75,"94.4444%"
14.1,"95.4545%"
13.26,"90.4762%"
14.39,"100.0000%"
15.22,"80.0000%"
14.13,"100.0000%"
14.37,"96.1538%"
13.03,"100.0000%"
13.95,"100.0000%"
13.1,"100.0000%"
13.15,"100.0000%"
14.5,"93.7500%"
14.1,"100.0000%"
13.56,"99.3289%"
14.81,"90.9091%"
13.63,"100.0000%"
14.41,"92.3077%"
15.84,"100.0000%"
14.27,"100.0000%"
14.52,"87.5000%"
14.59,"100.0000%"
13.21,"93.7500%"
13.58,"100.0000%"
14.4,"100.0000%"
14.92,"100.0000%"
15.68,"100.0000%"
14.49,"100.0000%"
16.04,"100.0000%"
14.77,"100.0000%"
14.93,"100.0000%"
15.86,"100.0000%"
15.12,"100.0000%"
14.97,"100.0000%"
16,"100.0000%"
14.43,"100.0000%"
16.09,"100.0000%"
14.48,"100.0000%"
14.68,"100.0000%"
14.26,"100.0000%"
15.25,"100.0000%"
14.88,"100.0000%"
15.86,"100.0000%"
15.45,"100.0000%"
8.97,"64.4068%"
8.56,"67.8571%"
9.24,"50.0000%"
8.24,"46.1538%"
8.12,"65.8537%"
8.16,"72.2222%"
8.19,"20.0000%"
6.83,"41.6667%"
8.58,"58.6207%"
8.57,"52.0000%"
8.73,"56.7568%"
7.85,"69.0476%"
8.88,"66.6667%"
7.81,"54.8387%"
7.88,"62.5000%"
8.12,"56.2500%"
8.16,"68.1818%"
8.08,"50.0000%"
8.05,"40.9091%"
8.98,"72.2222%"
7.43,"26.6667%"
9.29,"64.7059%"
8.17,"46.6667%"
7.4,"65.7143%"
7.97,"42.5000%"
8.81,"47.3684%"
9.05,"65.6250%"
8.44,"47.0588%"
7.04,"37.5000%"
7.91,"45.7627%"
9.03,"56.8627%"
8.61,"72.0000%"
8.86,"53.3333%"
9.12,"55.5556%"
9.13,"73.3333%"
8.42,"33.3333%"
7.94,"54.1667%"
8.56,"70.0000%"
8.07,"66.6667%"
8.52,"58.3333%"
7.42,"45.8333%"
8.29,"63.6364%"
8.32,"50.0000%"
9.02,"69.4444%"
8.14,"57.1429%"
7.86,"57.5758%"
8.25,"81.8182%"
8,"38.4615%"
8.31,"50.0000%"
8.8,"65.0000%"
8.74,"57.1429%"
7.66,"65.3846%"
7.27,"52.1739%"
8.17,"82.7586%"
9.4,"78.7879%"
8.16,"65.1163%"
8.33,"63.1579%"
7.97,"59.0909%"
9.24,"60.0000%"
8.36,"54.5455%"
7.81,"60.0000%"
7.69,"66.6667%"
8.6,"84.6154%"
6.46,"0.0000%"
8.74,"53.8462%"
7.61,"52.6316%"
7.87,"57.1429%"
7.78,"64.8649%"
7.54,"54.2857%"
6.87,"69.4444%"
7.37,"47.0588%"
7.82,"71.4286%"
8.8,"53.5714%"
8.73,"58.3333%"
7.88,"36.6667%"
7.72,"52.1739%"
7.92,"40.0000%"
8.39,"48.6486%"
7.8,"34.2105%"
8.12,"54.5455%"
8.13,"43.4783%"
7.39,"57.5758%"
7.71,"46.1538%"
7.84,"33.3333%"
10,"70.0000%"
7.57,"50.0000%"
8.92,"60.0000%"
7.1,"18.5185%"
8.65,"16.1290%"
8.46,"23.5294%"
8.02,"9.3750%"
7.2,"0.0000%"
11.41,"70.5882%"
8.73,"0.0000%"
8.65,"62.5000%"
7.87,"14.2857%"
9.13,"37.5000%"
9.27,"61.1111%"
10,"55.5556%"
8.8,"44.0000%"
13.02,"91.3043%"
11.71,"100.0000%"
7.64,"40.0000%"
11.6,"88.8889%"
6.96,"54.5455%"
13.41,"93.3333%"
12.26,"83.3333%"
15.43,"100.0000%"
13.52,"76.9231%"
11.94,"86.3636%"
6.04,"30.7692%"
10.67,"100.0000%"
12.32,"100.0000%"
11.13,"89.4737%"
13.66,"100.0000%"
9.95,"84.6154%"
9.04,"88.2353%"
10.4,"90.0000%"
11.03,"86.4865%"
10.69,"88.2353%"
11.87,"100.0000%"
10.9,"88.2353%"
10.38,"95.0000%"
10.9,"100.0000%"
11.03,"86.2069%"
9.89,"84.6154%"
13.86,"100.0000%"
13.84,"100.0000%"
15.32,"100.0000%"
13.69,"100.0000%"
12.33,"88.8889%"
9.26,"85.7143%"
7.73,"66.6667%"
8.88,"100.0000%"
13.1,"100.0000%"
14.38,"100.0000%"
13.61,"90.4762%"
12.32,"91.6667%"
8,"60.0000%"
12.3,"100.0000%"
8.96,"45.4545%"
8.91,"88.2353%"
8.63,"52.0000%"
10.68,"78.5714%"
9.85,"50.0000%"
10.59,"85.7143%"
9.32,"37.5000%"
8.03,"46.1538%"
12.33,"75.0000%"
11,"60.0000%"
11.24,"72.7273%"
13.07,"88.8889%"
11.21,"72.7273%"
9.89,"80.0000%"
14.27,"100.0000%"
9.58,"80.0000%"
11.24,"89.4737%"
10.71,"83.3333%"
11.8,"57.1429%"
9.5,"71.4286%"
14.18,"71.4286%"
11.36,"81.2500%"
11.07,"90.9091%"
10.64,"66.6667%"
11.31,"83.3333%"
11.63,"83.3333%"
10.72,"76.4706%"
14.94,"100.0000%"
13.25,"100.0000%"
8.05,"44.4444%"
7.16,"57.1429%"
9.78,"65.1163%"
12.2,"95.4545%"
9.28,"85.7143%"
9.94,"50.0000%"
8.73,"72.2222%"
8.5,"61.5385%"
10.17,"84.8485%"
9.78,"70.3704%"
10.28,"82.6087%"
9.26,"61.5385%"
10.34,"73.0769%"
9.69,"73.0769%"
10.01,"56.2500%"
13.03,"66.6667%"
8.09,"56.0000%"
7.58,"30.3030%"
7.16,"44.4444%"
13.72,"93.7500%"
12.5,"93.4783%"
13.05,"87.5000%"
12.31,"85.4167%"
12.99,"93.7500%"
12.13,"94.4444%"
12.91,"82.2222%"
10.13,"65.5172%"
13.08,"93.3333%"
13.24,"91.8919%"
12.26,"88.0952%"
12.61,"88.8889%"
12.32,"85.7143%"
10.83,"76.9231%"
11.46,"84.6154%"
10.86,"69.2308%"
10.23,"71.4286%"
12.32,"90.7407%"
12.98,"89.1892%"
12.96,"92.6829%"
